Date,meta_selic_432,cambio_dolar_1,ipca_mensal_433,saldo_credito_pj_20543,inadimplencia_pj_21086
2025-10-07,15.0,5.3363,,,
2025-10-08,15.0,5.3427,,,
2025-10-09,15.0,5.3538,,,
2025-10-10,15.0,5.4446,,,
2025-10-11,15.0,,,,
2025-10-12,15.0,,,,
2025-10-13,15.0,5.4629,,,
2025-10-14,15.0,5.4982,,,
2025-10-15,15.0,5.4464,,,
2025-10-16,15.0,5.4354,,,
2025-10-17,15.0,5.439,,,
2025-10-18,15.0,,,,
2025-10-19,15.0,,,,
2025-10-20,15.0,5.3771,,,
2025-10-21,15.0,5.3848,,,
2025-10-22,15.0,5.3898,,,
2025-10-23,15.0,5.384,,,
2025-10-24,15.0,5.3797,,,
2025-10-25,15.0,,,,
2025-10-26,15.0,,,,
2025-10-27,15.0,5.3744,,,
2025-10-28,15.0,5.369,,,
2025-10-29,15.0,5.3416,,,
2025-10-30,15.0,5.385,,,
2025-10-31,15.0,5.3843,,,
2025-11-01,15.0,,0.18,1582950.0,3.57
2025-11-02,15.0,,,,
2025-11-03,15.0,5.3505,,,
2025-11-04,15.0,5.3846,,,
2025-11-05,15.0,5.3798,,,
2025-11-06,15.0,5.3451,,,
2025-11-07,15.0,5.3567,,,
2025-11-08,15.0,,,,
2025-11-09,15.0,,,,
2025-11-10,15.0,5.3181,,,
2025-11-11,15.0,5.2729,,,
2025-11-12,15.0,5.2885,,,
2025-11-13,15.0,5.282,,,
2025-11-14,15.0,5.2952,,,
2025-11-15,15.0,,,,
2025-11-16,15.0,,,,
2025-11-17,15.0,5.3108,,,
2025-11-18,15.0,5.3361,,,
2025-11-19,15.0,5.3346,,,
2025-11-20,15.0,,,,
2025-11-21,15.0,5.3902,,,
2025-11-22,15.0,,,,
2025-11-23,15.0,,,,
2025-11-24,15.0,5.3948,,,
2025-11-25,15.0,5.3841,,,
2025-11-26,15.0,5.3694,,,
2025-11-27,15.0,5.349,,,
2025-11-28,15.0,5.3338,,,
2025-11-29,15.0,,,,
2025-11-30,15.0,,,,
2025-12-01,15.0,5.3469,0.33,1638143.0,3.48
2025-12-02,15.0,5.3465,,,
2025-12-03,15.0,5.3114,,,
2025-12-04,15.0,5.2952,,,
2025-12-05,15.0,5.3405,,,
2025-12-06,15.0,,,,
2025-12-07,15.0,,,,
2025-12-08,15.0,5.4249,,,
2025-12-09,15.0,5.457,,,
2025-12-10,15.0,5.4656,,,
2025-12-11,15.0,5.4237,,,
2025-12-12,15.0,5.4011,,,
2025-12-13,15.0,,,,
2025-12-14,15.0,,,,
2025-12-15,15.0,5.3929,,,
2025-12-16,15.0,5.4505,,,
2025-12-17,15.0,5.5093,,,
2025-12-18,15.0,5.5283,,,
2025-12-19,15.0,5.516,,,
2025-12-20,15.0,,,,
2025-12-21,15.0,,,,
2025-12-22,15.0,5.5389,,,
2025-12-23,15.0,5.5643,,,
2025-12-24,15.0,5.535,,,
2025-12-25,15.0,,,,
2025-12-26,15.0,5.5413,,,
2025-12-27,15.0,,,,
2025-12-28,15.0,,,,
2025-12-29,15.0,5.5739,,,
2025-12-30,15.0,5.5024,,,
2025-12-31,15.0,5.5024,,,
2026-01-01,15.0,,0.33,1585219.0,3.76
2026-01-02,15.0,5.4372,,,
2026-01-03,15.0,,,,
2026-01-04,15.0,,,,
2026-01-05,15.0,5.4351,,,
2026-01-06,15.0,5.3797,,,
2026-01-07,15.0,5.388,,,
2026-01-08,15.0,5.386,,,
2026-01-09,15.0,5.3707,,,
2026-01-10,15.0,,,,
2026-01-11,15.0,,,,
2026-01-12,15.0,5.376,,,
2026-01-13,15.0,5.3764,,,
2026-01-14,15.0,5.3795,,,
2026-01-15,15.0,5.3846,,,
2026-01-16,15.0,5.3798,,,
2026-01-17,15.0,,,,
2026-01-18,15.0,,,,
2026-01-19,15.0,5.3653,,,
2026-01-20,15.0,5.379,,,
2026-01-21,15.0,5.3368,,,
2026-01-22,15.0,5.3118,,,
2026-01-23,15.0,5.2879,,,
2026-01-24,15.0,,,,
2026-01-25,15.0,,,,
2026-01-26,15.0,5.276,,,
2026-01-27,15.0,5.2392,,,
2026-01-28,15.0,5.1838,,,
2026-01-29,15.0,5.1956,,,
2026-01-30,15.0,5.2301,,,
2026-01-31,15.0,,,,
2026-02-01,15.0,,0.7,1580384.0,4.0
2026-02-02,15.0,5.2587,,,
2026-02-03,15.0,5.2236,,,
2026-02-04,15.0,5.2359,,,
2026-02-05,15.0,5.258,,,
2026-02-06,15.0,5.2341,,,
2026-02-07,15.0,,,,
2026-02-08,15.0,,,,
2026-02-09,15.0,5.1943,,,
2026-02-10,15.0,5.2021,,,
2026-02-11,15.0,5.1836,,,
2026-02-12,15.0,5.1674,,,
2026-02-13,15.0,5.2288,,,
2026-02-14,15.0,,,,
2026-02-15,15.0,,,,
2026-02-16,15.0,,,,
2026-02-17,15.0,,,,
2026-02-18,15.0,5.2349,,,
2026-02-19,15.0,5.2257,,,
2026-02-20,15.0,5.2006,,,
2026-02-21,15.0,,,,
2026-02-22,15.0,,,,
2026-02-23,15.0,5.1635,,,
2026-02-24,15.0,5.1682,,,
2026-02-25,15.0,5.144,,,
2026-02-26,15.0,5.1382,,,
2026-02-27,15.0,5.1495,,,
2026-02-28,15.0,,,,
2026-03-01,15.0,,0.88,1596757.0,3.92
2026-03-02,15.0,5.2001,,,
2026-03-03,15.0,5.287,,,
2026-03-04,15.0,5.2091,,,
2026-03-05,15.0,5.2447,,,
2026-03-06,15.0,5.2878,,,
2026-03-07,15.0,,,,
2026-03-08,15.0,,,,
2026-03-09,15.0,5.2139,,,
2026-03-10,15.0,5.1622,,,
2026-03-11,15.0,5.1596,,,
2026-03-12,15.0,5.2051,,,
2026-03-13,15.0,5.2541,,,
2026-03-14,15.0,,,,
2026-03-15,15.0,,,,
2026-03-16,15.0,5.2647,,,
2026-03-17,15.0,5.2022,,,
2026-03-18,15.0,5.2112,,,
2026-03-19,14.75,5.2587,,,
2026-03-20,14.75,5.28,,,
2026-03-21,14.75,,,,
2026-03-22,14.75,,,,
2026-03-23,14.75,5.244,,,
2026-03-24,14.75,5.2599,,,
2026-03-25,14.75,5.2275,,,
2026-03-26,14.75,5.2308,,,
2026-03-27,14.75,5.2376,,,
2026-03-28,14.75,,,,
2026-03-29,14.75,,,,
2026-03-30,14.75,5.2353,,,
2026-03-31,14.75,5.2194,,,
2026-04-01,14.75,5.1606,0.67,1586155.0,4.01
2026-04-02,14.75,5.1655,,,
2026-04-03,14.75,,,,
2026-04-04,14.75,,,,
2026-04-05,14.75,,,,
2026-04-06,14.75,5.1532,,,
2026-04-07,14.75,5.1625,,,
2026-04-08,14.75,5.0899,,,
2026-04-09,14.75,5.0821,,,
2026-04-10,14.75,5.0229,,,
2026-04-11,14.75,,,,
2026-04-12,14.75,,,,
2026-04-13,14.75,5.0244,,,
2026-04-14,14.75,4.9806,,,
2026-04-15,14.75,4.9928,,,
2026-04-16,14.75,5.0007,,,
2026-04-17,14.75,4.9695,,,
2026-04-18,14.75,,,,
2026-04-19,14.75,,,,
2026-04-20,14.75,4.9844,,,
2026-04-21,14.75,,,,
2026-04-22,14.75,4.9653,,,
2026-04-23,14.75,4.9539,,,
2026-04-24,14.75,5.0083,,,
2026-04-25,14.75,,,,
2026-04-26,14.75,,,,
2026-04-27,14.75,4.97,,,
2026-04-28,14.75,4.9878,,,
2026-04-29,14.75,4.9985,,,
2026-04-30,14.5,4.9886,,,
2026-05-01,14.5,,0.58,1592819.0,4.11
2026-05-02,14.5,,,,
2026-05-03,14.5,,,,
2026-05-04,14.5,4.9587,,,
2026-05-05,14.5,4.9242,,,
2026-05-06,14.5,4.9274,,,
2026-05-07,14.5,4.917,,,
2026-05-08,14.5,4.8999,,,
2026-05-09,14.5,,,,
2026-05-10,14.5,,,,
2026-05-11,14.5,4.8973,,,
2026-05-12,14.5,4.8977,,,
2026-05-13,14.5,4.9118,,,
2026-05-14,14.5,4.9809,,,
2026-05-15,14.5,5.0654,,,
2026-05-16,14.5,,,,
2026-05-17,14.5,,,,
2026-05-18,14.5,5.0093,,,
2026-05-19,14.5,5.0378,,,
2026-05-20,14.5,5.0301,,,
2026-05-21,14.5,5.0077,,,
2026-05-22,14.5,5.014,,,
2026-05-23,14.5,,,,
2026-05-24,14.5,,,,
2026-05-25,14.5,5.0072,,,
2026-05-26,14.5,5.0211,,,
2026-05-27,14.5,5.0579,,,
2026-05-28,14.5,5.0517,,,
2026-05-29,14.5,5.0569,,,
2026-05-30,14.5,,,,
2026-05-31,14.5,,,,
2026-06-01,14.5,5.0303,0.16,1622606.0,4.0
2026-06-02,14.5,5.016,,,
2026-06-03,14.5,5.0415,,,
2026-06-04,14.5,,,,
2026-06-05,14.5,5.1244,,,
2026-06-06,14.5,,,,
2026-06-07,14.5,,,,
2026-06-08,14.5,5.1695,,,
2026-06-09,14.5,5.1693,,,
2026-06-10,14.5,5.1763,,,
2026-06-11,14.5,5.1478,,,
2026-06-12,14.5,5.0827,,,
2026-06-13,14.5,,,,
2026-06-14,14.5,,,,
2026-06-15,14.5,5.043,,,
2026-06-16,14.5,5.078,,,
2026-06-17,14.5,5.0641,,,
2026-06-18,14.25,5.1613,,,
2026-06-19,14.25,5.1442,,,
2026-06-20,14.25,,,,
2026-06-21,14.25,,,,
2026-06-22,14.25,5.1395,,,
2026-06-23,14.25,5.1743,,,
2026-06-24,14.25,5.2098,,,
2026-06-25,14.25,5.1892,,,
2026-06-26,14.25,5.1695,,,
2026-06-27,14.25,,,,
2026-06-28,14.25,,,,
2026-06-29,14.25,5.1717,,,
2026-06-30,14.25,5.1766,,,
2026-07-01,14.25,5.195,,,
2026-07-02,14.25,5.1945,,,
2026-07-03,14.25,5.1717,,,
2026-07-04,14.25,,,,
2026-07-05,14.25,,,,
2026-07-06,14.25,5.167,,,
2026-07-07,14.25,5.1458,,,
2026-07-08,14.25,5.1552,,,
2026-07-09,14.25,5.1329,,,
2026-07-10,14.25,5.1088,,,
2026-07-11,14.25,,,,
2026-07-12,14.25,,,,
2026-07-13,14.25,5.1183,,,
2026-07-14,14.25,5.0742,,,
2026-07-15,14.25,5.0727,,,
2026-07-16,14.25,5.0975,,,
2026-07-17,14.25,5.1176,,,
2026-07-18,14.25,,,,
2026-07-19,14.25,,,,
2026-07-20,14.25,5.0894,,,
2026-07-21,14.25,5.078,,,
2026-07-22,14.25,5.0638,,,
2026-07-23,14.25,5.0807,,,
2026-07-24,14.25,5.0666,,,
2026-07-25,14.25,,,,
2026-07-26,14.25,,,,
2026-07-27,14.25,5.1005,,,
2026-07-28,14.25,5.1177,,,
2026-07-29,14.25,5.1217,,,
2026-07-30,14.25,5.0739,,,
2026-07-31,14.25,5.0773,,,
2026-08-01,14.25,,,,
2026-08-02,14.25,,,,
2026-08-03,14.25,5.0723,,,
2026-08-04,14.25,5.1053,,,
2026-08-05,14.25,5.1154,,,
2026-08-06,14.0,,,,
